document_title,abstract,year,link,label
Software aging assessment through a specialization of the SQuaRE quality model,In the last years the software application portfolio has become a key asset for almost all companies. During their lives; applications undergo lots of changes to add new functionalities or to refactor older ones; these changes tend to reduce the quality of the applications themselves; causing the phenomenon known as software aging. Monitoring of software aging is very important for companies; but up to now there are no standard approaches to perform this task. In addition many of the suggested models assess software aging basing on few software features; whereas this phenomenon affects all of the software aspects. In 2005ISO/IEC released the SQuaRE quality model which covers several elements of software quality assessment; but some issues make SQuaRE usage quite difficult. The purpose of this paper is to suggest an approach to software aging monitoring that considers the software product in its wholeness and to provide a specialization of the SQuaRE quality model which allows to perform this task.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5071554,no
Existing model metrics and relations to model quality,This paper presents quality goals for models and provides a state-of-the-art analysis regarding model metrics. While model-based software development often requires assessing the quality of models at different abstraction and precision levels and developed for multiple purposes; existing work on model metrics do not reflect this need. Model size metrics are descriptive and may be used for comparing models but their relation to model quality is not well-defined. Code metrics are proposed to be applied on models for evaluating design quality while metrics related to other quality goals are few. Models often consist of a significant amount of elements; which allows a large amount of metrics to be defined on them. However; identifying useful model metrics; linking them to model quality goals; providing some baseline for interpretation of data; and combining metrics with other evaluation models such as inspections requires more theoretical and empirical work.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5071555,no
Operation-based versioning of metamodels with COPE,Model-based development promises to increase productivity by offering modeling languages tailored to a specific domain. Such modeling languages are typically defined by a metamodel. In response to changing requirements and technological progress; the domains and thus the metamodels are subject to change. Manually migrating existing models to a new version of their metamodel is tedious and error-prone. Hence; adequate tool support is required to support the maintenance of modeling languages. COPE provides adequate tool support by specifying the coupled evolution of metamodels and models. In this paper; we present the tool support to record the operations carried out on the metamodel directly through an editor. These operations can be enriched by instructions on how to migrate corresponding models. To further reduce migration effort; COPE provides high-level operations which have built-in meaning in terms of the migration of models.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5071722,no
Assessing Quality of Derived Non Atomic Data by Considering Conflict Resolution Function,We present a data quality manager (DQM) prototype providing information regarding the elements of derived non-atomic data values. Users are able to make effective decisions by trusting data according to the description of the conflict resolution function that was utilized for fusing data along with the quality properties of data ancestor. The assessment and ranking of non-atomic data is possible by the specification of quality properties and priorities from users at any level of experience.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5071816,no
Cesar-FD: An Effective Stateful Fault Detection Mechanism in Drug Discovery Grid,Workflow management system is widely accepted and used in the wide area network environment; especially in the e-science application scenarios; to coordinate the operation of different functional components and to provide more powerful functions. The error-prone nature of the wide area network environment makes the fault-tolerance requirements of workflow management become more and more urgent. In this paper; we propose Cesar-FD; a stateful fault detection mechanism; which builds up states related to the runtime and external environments of workflow management system by aggregating multiple messages and provides more accurate notifications asynchronously. We demonstrate the use of this mechanism in the drug discovery grid environment by two use cases. We also show that it can be used to detect faulty situations more accurately.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5071925,no
A Modified BCE Algorithm for Fault-Tolerance Scheduling of Periodic Tasks in Hard Real-Time Systems,Fault tolerance is an important aspect of real-time control systems; due to unavoidable timing constraints. In this paper; the timing problem of a set of concurrent periodic tasks is considered where each task has primary and alternate versions. In the literature; probability of fault in the alternate version of a task is assumed to be zero. Here; a fault probability with uniform distribution has been used. In addition; to cover the situations in which both versions are scheduled with some time overlapping; a criterion is defined for prioritizing primary version against the alternate version. A new scheduling algorithm is proposed based on the defined criterion. Simulation results show that an increase in the number of executed primary tasks which improves the efficiency of processor utilization; hence prove the efficiency of the proposed algorithm.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5071998,no
CMDB Implementation Approaches and Considerations in SME/SITU's Companies,ITIL (information technology infrastructure library) is the most widely used IT framework in organizations. This de-facto standard is a service-based IT-framework that aims to improve the quality of organizational services. The core of this framework is configuration management that includes configuration management data base (CMDB) to record; update and trace all assessed activities and information in the organization. However; ITIL implementation faces some challenges especially when it effects on culture; attitudes and processes in the organization. One major part of this implementation is related to CMDB implementation. There are several major approaches to implement this repository in organizations. This paper; at first describes ITIL infrastructure and then highlights major approaches and its challenges to implement CMDB in the SME companies.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5072016,no
SPEWS: A Framework for the Performance Analysis of Web Services Orchestrated with BPEL4WS,This paper addresses quality of service aspects of Web services (WS) orchestrations created using the business process execution language for Web services (BPEL4WS). BPEL4WS is a promising language describing the WS orchestrations in form of business processes; but it lacks of a sound formal semantic; which hinders the formal analysis and verification of business processes specified in it. Formal methods; like Petri nets (PN); may provide a means to analyse BPEL4WS processes; evaluating its performance; detecting weaknesses and errors in the process model already at design-time. A framework for transformation of BPEL4WS into generalized stochastic Petri nets (GSPN) is proposed to analyse the performance and throughput of WS; based on the execution of orchestrated processes.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5072545,no
A BBN-Based Approach for Fault Localization,Fault localization techniques help programmers find out the locations and the causes of the faults and accelerate the debugging process. The relation between the fault and the failure is usually complicated; making it hard to deduce how a fault causes the failure. Analysis of variance is broadly used in many correlative researches. In this paper; a Bayesian belief network (BBN) for fault reasoning was constructed based on the suspicious pattern; whose nodes consist of the suspicious pattern and the callers of the methods that constitute the suspicious pattern. The constructing algorithm of the BBN; the correlative probabilities; and the formula for the conditional probabilities of each arc of the BBN were defined. A reasoning algorithm based on the BBN was proposed; through which the faulty module can be found and the probability for each module containing the fault can be calculated. An evaluation method was proposed. Experiments were executed to evaluation this fault localization technique. The data demonstrated that this technique could achieve an average accuracy of 0.761 and an average recall of 0.737. This fault localization technique is very effective and has high practical value.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5072608,no
A State Transition Model for Anti-Interference on the Embedded System,Microprogrammed control unit (MCU) and embedded systems are widely used in all kinds of industrial; communication devices and household appliances. However; for the embedded system; even with well hardware protection; the stability are often impacted by the complicated electro magnetic interference (EMI) and the others interference. To get a better system stability ratio; this paper introduces a potent state transition model for the anti-interference intention instead of the empiristic methods. The states of the embedded system are classified into three types: I/O; computing; and error. By the state transition diagram; we deduced a set of anti-interference probability model; which guide the software measures for the anti-interference intention and reduce the unstable probability of the embedded system.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5072677,no
Are real-world power systems really safe?,With the advent of new power system analysis software; a more detailed arc flash (AF) analysis can be performed under various load conditions. These new tools can also evaluate equipment damage; design systems with lower AF; and predict electrical fire locations based on high AF levels. This article demonstrates how AF levels change with available utility mega volt amperes (MVA); additions in connected load; and selection of system components. This article summarizes a detailed analysis of several power systems to illustrate the possible misuses of the ""Risk Category Classification Tables"" in the Standard for Electrical Safety Requirements for Employee Workplaces; 2004 (NFPA 70E); while pointing toward future improvements of such standards.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5073963,no
DAVO: A Domain-Adaptable; Visual BPEL4WS Orchestrator,The Business Process Execution Language for Web Services (BPEL4WS) is the de facto standard for the composition of Web services into complex; valued-added workflows in both industry and academia. Since the composition of Web services into a workflow is challenging and error-prone; several graphical BPEL4WS workflow editors have been developed. These tools focus on the composition process and the visualization of workflows and mainly address the needs of web service experts.To increase the acceptance of BPEL4WS in new application domains; it is mandatory that non Web service experts are also empowered to easily compose Web services into a workflow. This paper presents the domain-adaptable visual orchestrator (DAVO); a graphical BPEL4WS workflow editor which offers a domain-adaptable data model and user interface. DAVO can be easily customized to domain needs and thus is suitable for non Web service experts.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5076189,no
QoS Enhancements and Performance Analysis for Delay Sensitive Applications,This paper presents a comprehensive system modeling and analysis approach for both predicting and controlling queuing delay at an expected value under multi-class traffic in a single buffer. This approach could effectively enhance QoS delivery for delay sensitive applications. Six major contributions are given in the paper: (1) a discrete-time analytical model is developed for capturing multi-class traffic with binomial distribution; (2) a control strategy with dynamic queue thresholds is used in simulation experiments to control the delay at a specified value within the buffer; (3) the feasibility of the system is validated by comparing theoretical analysis with simulation scenarios; (4) the arrival rate can be adjusted for each forthcoming time window during the simulation with multi-packet sources; (5) statistical evaluation is performed to show both efficiency and accuracy of the analytical and simulation results; (6) a graphical user interface is developed that can provide flexible configuration for the simulation and validate input values.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5076218,no
Packet Scheduling Algorithm with QoS Provision in HSDPA,The 3rd generation WCDMA standard has been enhanced to offer significantly increased performance for packet data. But coming application like multimedia on desiring data rates will spur the UMTS can support. To support for such high data rates; high speed downlink access (HSDPA); labeled as a 3.5G wireless system ; has been published in UMTS Release05. Under the HSDPA system; have to support high speed transmission and promises a peak data rate of up to 10 Mb/s. To achieve such high speed rate; system provides the channel quality indicator (CQI) information to detect the air interface condition. Then; there are many channel condition related scheduling schemes have been proposed to attend achievement of high system performance and guarantee the quality-of-service (QoS) requirements. However; there is no solution of packet scheduling algorithm can consider differences of data-types priority management under the hybrid automatic repeat (H-ARQ) scenario. In this paper; we propose the weight combination packet scheduling algorithm to target to enhance the system efficiency and balanced QoS requirements. The proposed schemes is simulated with OPNET simulator and compared with the Max CIR and PF algorithms in fast fading channel. Simulation result shows that the proposed algorithm can both effectively increase the cell throughput and meet userpsilas satisfaction base on QoS requirements.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5076256,no
Hermes: A Tool for Testing Mobile Device Applications,Smart mobile devices are ubiquitous in today's society. Such devices are being used to host increasingly complex applications and users continue to have high expectations concerning the quality of mobile application software. Testing is an established means of identifying defects and ultimately promotes confidence in the quality of a software application. However; testing of mobile device applications is challenging due to their interactive nature; the inherent heterogeneity in underlying mobile devices; and devices' limited resources. To address these difficulties; we have developed Hermes; a framework for writing tests plus a distributed run-time for automating test execution and reporting. Hermes offers support for multi-faceted tests that allow developers to verify an application's behaviour with respect to its function; aesthetics; and operating environment. In addition; Hermes' has been designed to be extensible and is application independent. A partial prototype of Hermes' design has been evaluated and the results give evidence in support of the claim that use of Hermes is more effective in detecting defects than using manual testing techniques. While Hermes is more expensive to employ than manual testing; we expect that further anticipated development will lead to an improved cost/benefit ratio.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5076634,no
A Cross-layer Relay Selection Algorithm for Infrastructure-Based Two-hop Relay Networks,Relay selection is a key issue in multihop relay networks. This paper proposes a cross-layer design relay selection algorithm for the infrastructure-based two-hop relay networks by introducing a novel utility function as the relay selection criterion. The proposed algorithm considers both channel state information(CSI) at physical layer and queue state informance (QSI) at data link layer; the goal is to guarantee the diverse QoS requirements for different services. Simulation results show that the proposed algorithm can decrease packet transmission time delay and packet dropping probability significantly while make a slight penalty on system spectrum efficiency. Moreover; it can exploit multiuser diversity gain.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5076815,no
Delay and Throughput Trade-Off in WiMAX Mesh Networks,We investigate WiMAX mesh networks in terms of delay and throughput trade-off. For a given topology; using our proposed analytical model we study how slot allocation policy and forwarding probability affects per-node and network performance.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5076857,no
Predicting Quality of Object-Oriented Systems through a Quality Model Based on Design Metrics and Data Mining Techniques,Most of the existing object-oriented design metrics and data mining techniques capture similar dimensions in the data sets; thus reflecting the fact that many of the metrics are based on similar hypotheses; properties; and principles. Accurate quality models can be built to predict the quality of object-oriented systems by using a subset of the existing object-oriented design metrics and data mining techniques. We propose a software quality model; namely QUAMO (QUAlity MOdel) which is based on divide-and-conquer strategy to measure the quality of object-oriented systems through a set of object-oriented design metrics and data mining techniques. The primary objective of the model is to make similar studies on software quality more comparable and repeatable. The proposed model is augmented from five quality models; namely McCall Model; Boehm Model; FURPS/FURPS+ (i.e. functionality; usability; reliability; performance; and supportability); ISO 9126; and Dromey Model. We empirically evaluated the proposed model on several versions of JUnit releases. We also used linear regression to formulate a prediction equation. The technique is useful to help us interpret the results and to facilitate comparisons of results from future similar studies.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5077034,no
Detection of Demagnetization Faults in Permanent-Magnet Synchronous Motors Under Nonstationary Conditions,This paper presents the results of our study of the permanent-magnet synchronous motor (PMSM) running under demagnetization. We examined the effect of demagnetization on the current spectrum of PMSMs with the aim of developing an effective condition-monitoring scheme. Harmonics of the stator currents induced by the fault conditions are examined. Simulation by means of a two-dimensional finite-element analysis (FEA) software package and experimental results are presented to substantiate the successful application of the proposed method over a wide range of motor operation conditions. Methods based on continuous wavelet transform (CWT) and discrete wavelet transform (DWT) have been successfully applied to detect and to discriminate demagnetization faults in PMSM motors under nonstationary conditions. Additionally; a reduced set of easy-to-compute discriminating features for both CWT and DWT methods has been defined. We have shown the effectiveness of the proposed method by means of experimental results.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5089909,no
Automatically identifying changes that impact code-to-design traceability,An approach is presented that automatically determines if a given source code change impacts the design (i.e.; UML class diagram) of the system. This allows code-to-design traceability to be consistently maintained as the source code evolves. The approach uses lightweight analysis and syntactic differencing of the source code changes to determine if the change alters the class diagram in the context of abstract design. The intent is to support both the simultaneous updating of design documents with code changes and bringing old design documents up to date with current code given the change history. An efficient tool was developed to support the approach and is applied to an open source system (i.e.; HippoDraw). The results are evaluated and compared against manual inspection by human experts. The tool performs better than (error prone) manual inspection.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5090024,no
D<inf>n</inf>-based architecture assessment of Java Open Source software systems,Since their introduction in 1994 the Martin's metrics became popular in assessing object-oriented software architectures. While one of the Martin metrics; normalised distance from the main sequence D<sub>n</sub>; has been originally designed with assessing individual packages; it has also been applied to assess quality of entire software architectures. The approach itself; however; has never been studied. In this paper we take the first step to formalising the D<sub>n</sub>-based architecture assessment of Java open source software. We present two aggregate measures: average normalised distance from the main sequence Dmacr<sub>n</sub>; and parameter of the fitted statistical model lambda. Applying these measures to a carefully selected collection of benchmarks we obtain a set of reference values that can be used to assess quality of a system architecture. Furthermore; we show that applying the same measures to different versions of the same system provides valuable insights in system architecture evolution.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5090043,no
Dynamic admission control and path allocation for SLAs in DiffServ networks,Today's converged networks are mainly characterized by their support of real-time and high priority traffic requiring a certain level of quality of service (QoS). In this context; traffic classification and prioritization are key features in providing preferential treatments of the traffic in the core of the network. In this paper; we address the joint problem of path allocation and admission control (JPAC) of new Service Level Agreements (SLA) in a DiffServ domain. In order to maximize the resources utilization and the number of admitted SLAs in the network; we consider a statistical bandwidth constraints allowing for a certain overbooking over the network's links. SLAs' admissibility decisions are based on solving to optimality an integer linear programming (ILP) model. When tested by simulations; numerical results confirm that the proposed model can be solved to optimality for real-sized instances within acceptable computation times and substantially reduces the SLAs blocking probability; compared to a the Greedy mechanism proposed in the literature.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5090106,no
Verification of Replication Architectures in AADL,An established approach to achieve fault tolerance is to deploy multiple copies of the same functionality on multiple processors to ensure that if one processor fails another can provide the same functionality. This approach is known as replication. In spite of the number of studies on the topic; designing a replication pattern is still error prone. This is due to the fact that its final behavior is the result of the combination of design decisions that involves reasoning about a collection of non-deterministic events such as hardware failures and parallel computations. In this paper we present an approach to model replication patterns in the architecture analysis and design language (AADL) and analyze potentially unintended behaviors. Such an approach takes advantage of the strong semantics of AADL to model replication patterns at the architecture level. The approach involves developing two AADL models. The first one defines the intended behavior in synchronous call sequences. And the second model describes the replication architecture. These two models are then compared using a differential model in Alloy where the requirements of the first model and the concurrency and potential failure of the second are combined. The additional behaviors discovered in this model are presented to the designer as potential errors in the design. The designer then has the opportunity to modify the replication architecture to correct these behaviors or qualify them as valid behaviors. Finally; we validated our approach by recreating the verification experiment presented in but limiting ourselves to the AADL syntax.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5090549,no
A UML frontend for IP-XACT-based IP management,IP-XACT is a well accepted standard for the exchange of IP components at Electronic System and Register Transfer Level. Still; the creation and manipulation of these descriptions at the XML level can be time-consuming and error-prone. In this paper; we show that the UML can be consistently applied as an efficient and comprehensible frontend for IP-XACT-based IP description and integration. For this; we present an IP-XACT UML profile that enables UML-based descriptions covering the same information as a corresponding IP-XACT description. This enables the automated generation of IP-XACT component and design descriptions from respective UML models. In particular; it also allows the integration of existing IPs with UML. To illustrate our approach; we present an application example based on the IBM PowerPC Evaluation Kit.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5090664,no
Fault-tolerant average execution time optimization for general-purpose multi-processor system-on-chips,Fault-tolerance is due to the semiconductor technology development important; not only for safety-critical systems but also for general-purpose (non-safety critical) systems. However; instead of guaranteeing that deadlines always are met; it is for general-purpose systems important to minimize the average execution time (AET) while ensuring fault-tolerance. For a given job and a soft (transient) error probability; we define mathematical formulas for AET that includes bus communication overhead for both voting (active replication) and rollback-recovery with checkpointing (RRC). And; for a given multi-processor system-on-chip (MPSoC); we define integer linear programming (ILP) models that minimize AET including bus communication overhead when: (1) selecting the number of checkpoints when using RRC; (2) finding the number of processors and job-to-processor assignment when using voting; and (3) defining fault-tolerance scheme (voting or RRC) per job and defining its usage for each job. Experiments demonstrate significant savings in AET.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5090713,no
Analysis and optimization of fault-tolerant embedded systems with hardened processors,In this paper we propose an approach to the design optimization of fault-tolerant hard real-time embedded systems; which combines hardware and software fault tolerance techniques. We trade-off between selective hardening in hardware and process re-execution in software to provide the required levels of fault tolerance against transient faults with the lowest-possible system costs. We propose a system failure probability (SFP) analysis that connects the hardening level with the maximum number of re-executions in software. We present design optimization heuristics; to select the fault-tolerant architecture and decide process mapping such that the system cost is minimized; deadlines are satisfied; and the reliability requirements are fulfilled.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5090752,no
pTest: An adaptive testing tool for concurrent software on embedded multicore processors,More and more processor manufacturers have launched embedded multicore processors for consumer electronics products because such processors provide high performance and low power consumption to meet the requirements of mobile computing and multimedia applications. To effectively utilize computing power of multicore processors; software designers interest in using concurrent processing for such architecture. The master-slave model is one of the popular programming models for concurrent processing. Even if it is a simple model; the potential concurrency faults and unreliable slave systems still lead to anomalies of entire system. In this paper; we present an adaptive testing tool called pTest to stress test a slave system and to detect the synchronization anomalies of concurrent software in the master-slave systems on embedded multicore processors. We use a probabilistic finite-state automaton(PFA) to model the test patterns for stress testing and shows how a PFA can be applied to pTest in practice.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5090812,no
Generation of compact test sets with high defect coverage,Multi-detect (N-detect) testing suffers from the drawback that its test length grows linearly with N. We present a new method to generate compact test sets that provide high defect coverage. The proposed technique makes judicious use of a new pattern-quality metric based on the concept of output deviations. We select the most effective patterns from a large N-detect pattern repository; and guarantee a small test set as well as complete stuck-at coverage. Simulation results for benchmark circuits show that with a compact; 1-detect stuck-at test set; the proposed method provides considerably higher transition-fault coverage and coverage ramp-up compared to another recently-published method. Moreover; in all cases; the proposed method either outperforms or is as effective as the competing approach in terms of bridging-fault coverage and the surrogate BCE+ metric. In many cases; higher transition-fault coverage is obtained than much larger N-detect test sets for several values of N. Finally; our results provide the insight that; instead of using N-detect testing with as large N as possible; it is more efficient to combine the output deviations metric with multi-detect testing to get high-quality; compact test sets.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5090833,no
System-level hardware-based protection of memories against soft-errors,We present a hardware-based approach to improve the resilience of a computer system against the errors occurred in the main memory with the help of error detecting and correcting (EDAC) codes. Checksums are placed in the same type of memory locations and addressed in the same way as normal data. Consequently; the checksums are accessible from the exterior of the main memory just as normal data and this enables implicit fault-tolerance for interconnection and solid-state secondary storage sub-systems. A small hardware module is used to manage the sequential retrieval of checksums each time the integrity of the data accessed by the processor sub-system needs to be verified. The proposed approach has the following properties: (a) it is cost efficient since it can be used with simple storage and interconnection sub-systems that do not possess any inherent EDAC mechanism; (b) it allows on-line modifications of the memory protection levels; and (c) no modification of the application software is required.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5090849,no
Networked vehicles for automated fault detection,Creating fault detection software for complex mechatronic systems (e.g. modern vehicles) is costly both in terms of engineer time and hardware resources. With the availability of wireless communication in vehicles; information can be transmitted from vehicles to allow historical or fleet comparisons. New networked applications can be created that; e.g.; monitor if the behavior of a certain system in a vehicle deviates compared to the system behavior observed in a fleet. This allows a new approach to fault detection that can help reduce development costs of fault detection software and create vehicle individual service planning. The COSMO (consensus self-organized modeling) methodology described in this paper creates a compact representation of the data observed for a subsystem or component in a vehicle. A representation that can be sent to a server in a backoffice and compared to similar representations for other vehicles. The backoffice server can collect representations from a single vehicle over time or from a fleet of vehicles to define a norm of the vehicle condition. The vehicle condition can then be monitored; looking for deviations from the norm. The method is demonstrated for measurements made on a real truck driven in varied conditions with ten different generated faults. The proposed method is able to detect all cases without prior information on what a fault looks like or which signals to use.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5117980,no
Fast mode decision and motion estimation for AVS,AVS video coding standard can achieve considerably high coding efficiency. Unfortunately this comes at a come in considerably increased complexity at the encoder due to mode decision and motion estimation. In this paper; we propose fast inter-prediction mode decision based on probability distribution algorithm and improved small diamond-shaped pattern search algorithm to optimize motion estimation and mode decision. The experimental results show that the proposed methods provide considerable reduction in computational complexity while maintaining coding rate and quality.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5118449,no
Risk-Aware SLA Brokering Using WS-Agreement,Service level agreements (SLAs) are facilitators for widening the commercial uptake of grid technology. They provide explicit statements of expectation and obligation between service consumers and providers. However; without the ability to assess the probability that an SLA might fail; commercial uptake will be restricted; since neither party will be willing to agree. Therefore; risk assessment mechanisms are critical to increase confidence in grid technology usage within the commercial sector. This paper presents an SLA brokering mechanism including risk assessment techniques which evaluate the probability of SLA failure. WS-agreement and risk metrics are used to facilitate SLA creation between service consumers and providers within a typical grid resource usage scenario.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5136662,no
Street CORNERS: Real-Time Contextual Representation of Sensor Network Data for Environmental Trend Identification,Sensor networks have been deployed for a range of rural and environmental applications. Well-regarded for the volume and range of data which can be obtained; wireless sensor network applications capable of using the data gathered have not been fully realized; particularly in urban settings. Street CORNERS is a wireless sensor network application which supports the contextual presentation of data gathered from an urban setting. The Street CORNERS application offers real-time data display; and provides support for predictive algorithms suitable for anticipating; detecting; and defending urban communities; among others; from environmental threats such as declining air quality and urban flash floods. Street CORNERS is presented in two parts. The network design and deployment is outlined; followed by a discussion of the design of the network application; which is involved in data pre-processing and the contextual presentation of the data gathered for trend identification.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5136682,no
A Trial of a Worker's Motion Trace System Using Terrestrial Magnetism and Acceleration Sensors,In quality control of industrial products; it is important that materials; parts; and design but also production processes themselves. Generally; most production lines have processes to confirm quality of works in former processes in everywhere. However; there are some processes of which quality cannot be confirmed in later processes. For example; to fix a part using some screws; procedure to move the part onto correct pace and order to fasten screws is defined in most process. However; detecting violation of the procedure by visual or another way is hard in later processes. Therefore; we have been developing a system that guarantees quality of a process by tracing motions of worker's arms and hands by using terrestrial magnetism sensors and acceleration sensors. As a prototype system; we developed a system that traces workerpsilas motion and judges his/her work is correct or not at a process to attach a fuel tank in automobile assembly factory. In this paper; based on days long examination of the prototype system we will describe a method to judge worker's motion and its evaluation.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5136710,no
Quantifying software reliability and readiness,As the industry moves to more mature software processes (e.g.; CMMI) there is increased need to adopt more rigorous; sophisticated (i.e.; quantitative) metrics. While quantitative product readiness criteria are often used for business cases and related areas; software readiness is often assessed more subjectively & qualitatively. Quite often there is no explicit linkage to original performance and reliability requirements for the software. The criteria are primarily process-oriented (versus product oriented) and/or subjective. Such an approach to deciding software readiness increases the risk of poor field performance and unhappy customers. Unfortunately; creating meaningful and useful quantitative in-process metrics for software development has been notoriously difficult. This paper describes novel and quantitative software readiness criteria to support objective and effective decision-making at product shipment. The method organizes and streamlines existing quality and reliability data into a simple metric and visualizations that are applicable across products and releases. The methodology amalgamates two schools of thoughts in quantitative terms: product and process parameters that have been adequately represented to formalize the software readiness index. Parameters from all aspects of software development life cycle (e.g.; requirements; project management & resources; development & testing; audits & assessments; stability and reliability; and technical documentation) that could impact the readiness index are considered.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5137352,no
Accuracy improvement of multi-stage change-point detection scheme by weighting alerts based on false-positive rate,One promising approach for large-scale simultaneous events (e.g.; DDoS attacks and worm epidemics) is to use a multi-stage change-point detection scheme. The scheme adopts two-stage detection. In the first stage; local detectors (LDs); which are deployed on each monitored subnet; detects a change point in a monitored metric such as outgoing traffic rate. If an LD detects a change-point; it sends an alert to global detector (GD). In the second stage; GD checks whether the proportion of LDs that send alerts simultaneously is greater than or equal to a threshold value. If so; it judges that large-scale simultaneous events are occurring. In previous studies for the multi-stage change-point detection scheme; it is assumed that weight of each alert is identical. Under this assumption; false-positive rate of the scheme tends to be high when some LDs sends false-positive alerts frequently. In this paper; we weight alerts based on false-positive rate of each LD in order to decrease false-positive rate of the multi-stage change-point detection scheme. In our scheme; GD infers false-positive rate of each LD and gives lower weight to LDs with higher false-positive rate. Simulation results show that our proposed scheme can achieve lower false-positive rate than the scheme without alert weighting under the constraint that detection rate must be 1.0.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5137356,no
Static Detection of Un-Trusted Variables in PHP Web Applications,Web applications support more and more our daily activities; it's important to improve their reliability and security. The content which users input to Web applications' server-side is named un-trusted content. Un-trusted content has a significant impact on the reliability and security of Web applications; so detecting the un-trusted variables in server-side program is important for improving the quality of Web applications. The previous methods have poor performance on weak typed and none typed server-side programs. To address this issue; this paper proposed a new technique for detecting un-trusted variables in PHP web applications (PHP is a weak typed server- side language). The technique is based upon a two phases static analysis algorithm. In the first phase; we extract modules from the Web application. Then un-trusted variables are detected from modules in the second phase. An implementation of the proposed techniques DUVP was also presented in the paper and it's successfully applied to detect un-trusted variables in large-scale PHP web application.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5138078,no
Voltage flicker compensation using STATCOM,Voltage flicker is considered as one of the most severe power quality problems (especially in loads like electrical arc furnaces) and much attention has been paid to it lately. Due to the latest achievements in the semiconductors industry and consequently the emergence of the compensators based on voltage source converters; FACTS devices have been gradually noticed to be used for voltage flicker compensation. This paper covers the contrasting approaches; dealing with the voltage flicker mitigation in three stages and assessing the related results in details. Initially; the voltage flicker mitigation; using FCTCR (fixed capacitor thyristor controlled reactor); was simulated. Secondly; the compensation for the Static Synchronous Compensator (STATCOM) has been performed. In this case; injection of harmonics into the system caused some problems which were later overcome by using 12-pulse assignment of SATCOM and RLC filters. The obtained results show that STATCOM is very efficient and effective for the flicker compensation. All the simulations have been performed on the MATLAB Software.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5138604,no
Wavelet packet analysis applied in detection of low-voltage DC arc fault,The randomness and instantaneity of low-voltage DC arc fault make it difficult to be detected by methods in time or frequency domain. This paper proposed a method based on wavelet packet analysis which has the localization characteristics to detect low-voltage DC arc fault. And the effectiveness of this method has been proved by the simulation analysis with the MATALAB software and the arc simulation experiments.,2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5138962,no
